village_id,slug,name,country,lat,lng,date,pending,marker_type,portal_url
990,petrikov-gomel-belarus,Petrikov,Belarus,52.116360,28.260241,,0,1,http://www.yahadmap.org/en/petrikov-gomel-belarus/village-990
991,khoyniki-khoiniki-choinik-gomel-belarus,"Khoyniki (Khoiniki,Choinik)",Belarus,51.537781,29.584061,,0,1,http://www.yahadmap.org/en/khoyniki-khoiniki-choinik-gomel-belarus/village-991
992,mozyr-mosyr-mazyr-gomel-belarus,"Mozyr (Mosyr, Mazyr)",Belarus,52.023190,29.144239,,0,2,http://www.yahadmap.org/en/mozyr-mosyr-mazyr-gomel-belarus/village-992
993,chernovshchina-gomel-belarus,Chernovshchina,Belarus,51.540722,29.342680,,0,1,http://www.yahadmap.org/en/chernovshchina-gomel-belarus/village-993
993,chernovshchina-gomel-belarus,Chernovshchina,Belarus,51.540779,29.344891,,0,1,http://www.yahadmap.org/en/chernovshchina-gomel-belarus/village-993
994,yurovichi-iurevichi-iurovichi-gomel-belarus,"Yurovichi (Iurevichi, Iurovichi)",Belarus,51.566711,29.318470,,0,1,http://www.yahadmap.org/en/yurovichi-iurevichi-iurovichi-gomel-belarus/village-994
994,yurovichi-iurevichi-iurovichi-gomel-belarus,"Yurovichi (Iurevichi, Iurovichi)",Belarus,51.557259,29.304390,,0,1,http://www.yahadmap.org/en/yurovichi-iurevichi-iurovichi-gomel-belarus/village-994
995,sitnya-gomel-belarus,Sitnya,Belarus,52.063690,29.171070,,0,1,http://www.yahadmap.org/en/sitnya-gomel-belarus/village-995
996,zhlobin-gomel-belarus,Zhlobin,Belarus,52.537842,30.012070,,0,1,http://www.yahadmap.org/en/zhlobin-gomel-belarus/village-996
,,Streshin,Belarus,52.547680,30.012341,,1,1,
998,rogachev-rohaczow-rahachow-gomel-belarus,"Rogachev (Rohaczów, Rahachow)",Belarus,53.061371,30.021061,,0,2,http://www.yahadmap.org/en/rogachev-rohaczow-rahachow-gomel-belarus/village-998
999,pushkin-leningrad-russia,Pushkin,Russia,59.433411,30.238279,,0,1,http://www.yahadmap.org/en/pushkin-leningrad-russia/village-999
1000,seli-te-leova-moldova,Seliște,Moldova,46.315731,28.267639,,0,1,http://www.yahadmap.org/en/seli-te-leova-moldova/village-1000
1001,s-r-teni-leova-moldova,Sărăteni,Moldova,46.359600,28.285730,,0,1,http://www.yahadmap.org/en/s-r-teni-leova-moldova/village-1001
1002,baimaclia-cantemir-moldova,Baimaclia,Moldova,46.112659,28.240173,,0,1,http://www.yahadmap.org/en/baimaclia-cantemir-moldova/village-1002
1002,baimaclia-cantemir-moldova,Baimaclia,Moldova,46.100552,28.229219,,0,1,http://www.yahadmap.org/en/baimaclia-cantemir-moldova/village-1002
1003,alex-ndreni-singerei-moldova,Alexăndreni,Moldova,47.487202,28.047939,,0,1,http://www.yahadmap.org/en/alex-ndreni-singerei-moldova/village-1003
1004,volovi-a-soroca-moldova,Voloviţa,Moldova,48.067249,28.198950,,0,1,http://www.yahadmap.org/en/volovi-a-soroca-moldova/village-1004
1004,volovi-a-soroca-moldova,Voloviţa,Moldova,48.059052,28.196659,,0,1,http://www.yahadmap.org/en/volovi-a-soroca-moldova/village-1004
1005,petre-ti-petresht-petreshty-ungheni-ungheni-moldova,"Petreşti (Petresht, Petreshty) / Ungheni",Moldova,47.185081,27.436569,,0,1,http://www.yahadmap.org/en/petre-ti-petresht-petreshty-ungheni-ungheni-moldova/village-1005
1006,pirli-a-ungheni-moldova,Pîrlița,Moldova,47.196110,27.529329,,0,1,http://www.yahadmap.org/en/pirli-a-ungheni-moldova/village-1006
619,r-u-el-b-l-i-f-le-ti-moldova,Răuţel/Bălți,Moldova,47.419529,27.475380,,0,2,http://www.yahadmap.org/en/r-u-el-b-l-i-f-le-ti-moldova/village-619
1007,doltu-f-le-ti-f-le-ti-moldova,Doltu (Fălești),Moldova,47.330132,27.486191,,0,1,http://www.yahadmap.org/en/doltu-f-le-ti-f-le-ti-moldova/village-1007
1008,m-r-ndeni-f-le-ti-moldova,Mărăndeni,Moldova,47.399792,27.494270,,0,1,http://www.yahadmap.org/en/m-r-ndeni-f-le-ti-moldova/village-1008
1009,isacova-orhei-moldova,Isacova,Moldova,47.221401,28.434660,,0,1,http://www.yahadmap.org/en/isacova-orhei-moldova/village-1009
,,Ceadir-Lunga,Moldova,46.029930,28.508144,,1,1,
,,Beşghioz,Moldova,46.071930,28.523430,,1,1,
788,tytuv-nai-scaron-iauliai-lithuania,Tytuvėnai,Lithuania,55.360729,23.112341,,0,1,http://www.yahadmap.org/en/tytuv-nai-scaron-iauliai-lithuania/village-788
860,joni-scaron-kis-utena-lithuania,Joniškis,Lithuania,55.041271,25.397900,,0,1,http://www.yahadmap.org/en/joni-scaron-kis-utena-lithuania/village-860
862,scaron-ven-ion-liai-vilnius-lithuania,Švenčionėliai,Lithuania,55.100750,25.563360,,0,1,http://www.yahadmap.org/en/scaron-ven-ion-liai-vilnius-lithuania/village-862
655,krichev-krychaw-mogilev-belarus,Krichev (Krychaw),Belarus,53.443699,31.431700,,0,1,http://www.yahadmap.org/en/krichev-krychaw-mogilev-belarus/village-655
655,krichev-krychaw-mogilev-belarus,Krichev (Krychaw),Belarus,53.434021,31.431549,,0,1,http://www.yahadmap.org/en/krichev-krychaw-mogilev-belarus/village-655
655,krichev-krychaw-mogilev-belarus,Krichev (Krychaw),Belarus,53.414509,31.432119,,0,1,http://www.yahadmap.org/en/krichev-krychaw-mogilev-belarus/village-655
451,rudsk-brest-belarus,Rudsk,Belarus,52.060928,25.322371,,0,2,http://www.yahadmap.org/en/rudsk-brest-belarus/village-451
370,polotsk-polatsk-vitebsk-belarus,Polotsk (Polatsk),Belarus,55.316231,28.495840,,0,2,http://www.yahadmap.org/en/polotsk-polatsk-vitebsk-belarus/village-370
,,Dubiecko,Poland,49.496441,22.236629,,1,1,
,,Jasionów,Poland,49.413120,21.590521,,1,1,
1016,wielkie-oczy-subcarpathian-voivodeship-poland,Wielkie Oczy,Poland,50.019699,23.094870,,0,1,http://www.yahadmap.org/en/wielkie-oczy-subcarpathian-voivodeship-poland/village-1016
1016,wielkie-oczy-subcarpathian-voivodeship-poland,Wielkie Oczy,Poland,50.012821,23.098240,,0,1,http://www.yahadmap.org/en/wielkie-oczy-subcarpathian-voivodeship-poland/village-1016
1017,oleszyce-subcarpathian-voivodeship-poland,Oleszyce,Poland,50.099529,23.018909,,0,1,http://www.yahadmap.org/en/oleszyce-subcarpathian-voivodeship-poland/village-1017
,,Mała Jagiełła,Poland,50.062550,22.355240,,1,1,
,,Mała Jagiełła,Poland,50.062721,22.355280,,1,1,
,,Dachnów,Poland,50.112400,23.069920,,1,1,
,,Siedleczka,Poland,49.578251,22.234631,,1,1,
,,Horyniec-Zdrój,Poland,50.115559,23.214550,,1,1,
,,Horyniec-Zdrój,Poland,50.116631,23.214680,,1,1,
,,Horyniec-Zdrój,Poland,50.110451,23.132389,,1,1,
,,Brzóza Królewska,Poland,50.151299,22.209120,,1,1,
,,Brzóza Królewska,Poland,50.150372,22.184990,,1,1,
,,Lubaczów,Poland,50.095051,23.077551,,1,1,
,,Przeworsk,Poland,50.035740,22.296930,,1,1,
1026,przemy-l-subcarpathian-voivodeship-poland,Przemyśl,Poland,49.461010,22.470819,,0,2,http://www.yahadmap.org/en/przemy-l-subcarpathian-voivodeship-poland/village-1026
1027,cr-sn-eni-krasnasheny-telene-ti-moldova,Crăsnășeni (Krasnasheny),Moldova,47.264679,28.237740,,0,1,http://www.yahadmap.org/en/cr-sn-eni-krasnasheny-telene-ti-moldova/village-1027
1028,hirova-guirovo-c-l-ra-i-moldova,Hirova (Guirovo),Moldova,47.239632,28.165939,,0,1,http://www.yahadmap.org/en/hirova-guirovo-c-l-ra-i-moldova/village-1028
1029,lipcani-briceni-moldova,Lipcani,Moldova,48.168060,26.485279,,0,1,http://www.yahadmap.org/en/lipcani-briceni-moldova/village-1029
1030,colosova-former-german-colony-bergdorf-transnistria-moldova,Colosova (Former German colony Bergdorf),Moldova,47.201698,29.342300,,0,1,http://www.yahadmap.org/en/colosova-former-german-colony-bergdorf-transnistria-moldova/village-1030
110,kamyanky-kamianky-ternopil-ukraine,Kamyanky (Kamianky),Ukraine,49.327316,26.009899,,0,2,http://www.yahadmap.org/en/kamyanky-kamianky-ternopil-ukraine/village-110
1031,darb-nai-klaip-da-lithuania,Darbėnai,Lithuania,56.010681,21.145929,,0,1,http://www.yahadmap.org/en/darb-nai-klaip-da-lithuania/village-1031
1031,darb-nai-klaip-da-lithuania,Darbėnai,Lithuania,56.009430,21.168240,,0,1,http://www.yahadmap.org/en/darb-nai-klaip-da-lithuania/village-1031
1031,darb-nai-klaip-da-lithuania,Darbėnai,Lithuania,56.010250,21.166361,,0,1,http://www.yahadmap.org/en/darb-nai-klaip-da-lithuania/village-1031
678,vidukl-vidukle-kaunas-lithuania,Viduklė (Vidukle),Lithuania,55.238831,22.534809,,0,1,http://www.yahadmap.org/en/vidukl-vidukle-kaunas-lithuania/village-678
1032,nemak-scaron-iai-nemoksht-niemokszty-kaunas-lithuania,"Nemakščiai (Nemoksht, Niemokszty)",Lithuania,55.254601,22.482161,,0,2,http://www.yahadmap.org/en/nemak-scaron-iai-nemoksht-niemokszty-kaunas-lithuania/village-1032
,,Lyduvėnai,Lithuania,55.303780,23.057310,,1,1,
1034,raseiniai-rasein-kaunas-lithuania,Raseiniai (Rasein),Lithuania,55.202099,23.051630,,0,2,http://www.yahadmap.org/en/raseiniai-rasein-kaunas-lithuania/village-1034
1035,girkalnis-kurpi-scaron-k-forest-kaunas-lithuania,Girkalnis (Kurpiškė Forest),Lithuania,55.178249,23.131130,,0,2,http://www.yahadmap.org/en/girkalnis-kurpi-scaron-k-forest-kaunas-lithuania/village-1035
1036,ariogala-kaunas-lithuania,Ariogala,Lithuania,55.153019,23.288830,,0,2,http://www.yahadmap.org/en/ariogala-kaunas-lithuania/village-1036
1037,k-dainiai-keidan-kaunas-lithuania,Kėdainiai (Keidan),Lithuania,55.179390,23.575859,,0,2,http://www.yahadmap.org/en/k-dainiai-keidan-kaunas-lithuania/village-1037
1037,k-dainiai-keidan-kaunas-lithuania,Kėdainiai (Keidan),Lithuania,55.197430,23.584890,,0,1,http://www.yahadmap.org/en/k-dainiai-keidan-kaunas-lithuania/village-1037
1038,krak-s-krok-kaunas-lithuania,Krakės (Krok),Lithuania,55.237289,23.435631,,0,1,http://www.yahadmap.org/en/krak-s-krok-kaunas-lithuania/village-1038
1038,krak-s-krok-kaunas-lithuania,Krakės (Krok),Lithuania,55.242821,23.423540,,0,2,http://www.yahadmap.org/en/krak-s-krok-kaunas-lithuania/village-1038
1039,stakiai-taurag-lithuania,Stakiai,Lithuania,55.108528,23.034220,,0,1,http://www.yahadmap.org/en/stakiai-taurag-lithuania/village-1039
1040,vilkija-vilki-kaunas-lithuania,Vilkija  (Vilki),Lithuania,55.023571,23.357920,,0,2,http://www.yahadmap.org/en/vilkija-vilki-kaunas-lithuania/village-1040
1041,sered-ius-shrednik-taurag-lithuania,Seredžius (Shrednik),Lithuania,55.036572,23.278980,,0,1,http://www.yahadmap.org/en/sered-ius-shrednik-taurag-lithuania/village-1041
1043,uchanie-lublin-poland,Uchanie,Poland,50.541901,23.388399,,0,1,http://www.yahadmap.org/en/uchanie-lublin-poland/village-1043
1044,janki-lublin-poland,Janki,Poland,50.519619,23.491989,,0,1,http://www.yahadmap.org/en/janki-lublin-poland/village-1044
1045,iwanki-lublin-poland,Iwanki,Poland,50.511791,23.486441,,0,1,http://www.yahadmap.org/en/iwanki-lublin-poland/village-1045
1046,mojs-awice-lublin-poland,Mojsławice,Poland,50.527592,23.471029,,0,1,http://www.yahadmap.org/en/mojs-awice-lublin-poland/village-1046
1047,niewirkow-lublin-poland,Niewirków,Poland,50.423931,23.298330,,0,1,http://www.yahadmap.org/en/niewirkow-lublin-poland/village-1047
1049,kra-niczyn-lublin-poland,Kraśniczyn,Poland,50.558048,23.212009,,0,1,http://www.yahadmap.org/en/kra-niczyn-lublin-poland/village-1049
1050,surhow-lublin-poland,Surhów,Poland,50.569561,23.148710,2015,0,1,http://www.yahadmap.org/en/surhow-lublin-poland/village-1050
1051,terebi-lublin-poland,Terebiń,Poland,50.424412,23.498140,,0,1,http://www.yahadmap.org/en/terebi-lublin-poland/village-1051
1052,tomaszow-lubelski-lublin-poland,Tomaszów Lubelski,Poland,50.269310,23.258970,,0,1,http://www.yahadmap.org/en/tomaszow-lubelski-lublin-poland/village-1052
1052,tomaszow-lubelski-lublin-poland,Tomaszów Lubelski,Poland,50.272598,23.248619,,0,1,http://www.yahadmap.org/en/tomaszow-lubelski-lublin-poland/village-1052
1052,tomaszow-lubelski-lublin-poland,Tomaszów Lubelski,Poland,50.272720,23.254860,,0,1,http://www.yahadmap.org/en/tomaszow-lubelski-lublin-poland/village-1052
,,Krasnobród,Poland,50.322800,23.124460,,1,1,
1054,szczebrzeszyn-lublin-voivodeship-poland,Szczebrzeszyn,Poland,50.415749,22.583790,,0,2,http://www.yahadmap.org/en/szczebrzeszyn-lublin-voivodeship-poland/village-1054
1055,dorbozy-lublin-poland,Dorbozy,Poland,50.207512,22.581560,,0,1,http://www.yahadmap.org/en/dorbozy-lublin-poland/village-1055
1056,su-ow-lublin-poland,Sułów,Poland,50.467072,22.569981,2015,0,1,http://www.yahadmap.org/en/su-ow-lublin-poland/village-1056
1057,ko-skowola-lublin-poland,Końskowola,Poland,51.249321,22.034620,,0,1,http://www.yahadmap.org/en/ko-skowola-lublin-poland/village-1057
1058,vozhovo-orel-russia,Vozhovo,Russia,52.411129,35.492249,,0,1,http://www.yahadmap.org/en/vozhovo-orel-russia/village-1058
1060,kletnya-bryansk-russia,Kletnya,Russia,53.240101,33.131149,,0,1,http://www.yahadmap.org/en/kletnya-bryansk-russia/village-1060
1061,trubchevsk-bryansk-russia,Trubchevsk,Russia,52.351341,33.467430,,0,1,http://www.yahadmap.org/en/trubchevsk-bryansk-russia/village-1061
1062,pogar-bryansk-russia,Pogar,Russia,52.339520,33.152142,,0,1,http://www.yahadmap.org/en/pogar-bryansk-russia/village-1062
1063,svyatsk-this-village-doesn-t-exist-anymore-bryansk-russia,Svyatsk (this village doesn’t exist anymore),Russia,52.411442,31.334900,,0,1,http://www.yahadmap.org/en/svyatsk-this-village-doesn-t-exist-anymore-bryansk-russia/village-1063
1063,svyatsk-this-village-doesn-t-exist-anymore-bryansk-russia,Svyatsk (this village doesn’t exist anymore),Russia,52.386398,31.361462,,0,1,http://www.yahadmap.org/en/svyatsk-this-village-doesn-t-exist-anymore-bryansk-russia/village-1063
1064,klintsy-bryansk-russia,Klintsy,Russia,52.445122,32.151649,,0,2,http://www.yahadmap.org/en/klintsy-bryansk-russia/village-1064
1064,klintsy-bryansk-russia,Klintsy,Russia,52.444908,32.152451,,0,2,http://www.yahadmap.org/en/klintsy-bryansk-russia/village-1064
1065,shablykino-pogoreltsevo-orel-russia,Shablykino/Pogoreltsevo,Russia,52.520981,35.149689,,0,1,http://www.yahadmap.org/en/shablykino-pogoreltsevo-orel-russia/village-1065
1066,sokyriany-secureni-sokiryany-chernivtsi-ukraine,"Sokyriany (Secureni, Sokiryany)",Ukraine,48.264400,27.268391,,0,2,http://www.yahadmap.org/en/sokyriany-secureni-sokiryany-chernivtsi-ukraine/village-1066
1066,sokyriany-secureni-sokiryany-chernivtsi-ukraine,"Sokyriany (Secureni, Sokiryany)",Ukraine,48.262379,27.250330,,0,1,http://www.yahadmap.org/en/sokyriany-secureni-sokiryany-chernivtsi-ukraine/village-1066
1067,kolinkivtsi-chernivtsi-ukraine,Kolinkivtsi,Ukraine,48.256180,26.035009,,0,1,http://www.yahadmap.org/en/kolinkivtsi-chernivtsi-ukraine/village-1067
1068,vaslovivtsi-vasl-u-i-wasloutz-chernivtsi-ukraine,"Vaslovivtsi (Vaslăuți, Wasloutz)",Ukraine,48.271431,25.563931,,0,1,http://www.yahadmap.org/en/vaslovivtsi-vasl-u-i-wasloutz-chernivtsi-ukraine/village-1068
1069,khotyn-chocim-chotyn-hotin-chernivtsi-ukraine,"Khotyn (Chocim, Chotyn, Hotin)",Ukraine,48.294590,26.283340,,0,1,http://www.yahadmap.org/en/khotyn-chocim-chotyn-hotin-chernivtsi-ukraine/village-1069
1069,khotyn-chocim-chotyn-hotin-chernivtsi-ukraine,"Khotyn (Chocim, Chotyn, Hotin)",Ukraine,48.307720,26.300011,,0,1,http://www.yahadmap.org/en/khotyn-chocim-chotyn-hotin-chernivtsi-ukraine/village-1069
1070,boyany-boian-bojan-boyan-chernivtsi-ukraine,"Boyany (Boian, Bojan, Boyan)",Ukraine,48.159000,26.075899,,0,1,http://www.yahadmap.org/en/boyany-boian-bojan-boyan-chernivtsi-ukraine/village-1070
1071,dankivtsi-dankowce-dankotsy-d-nc-u-i-chernivtsi-ukraine,"Dankivtsi (Dankowce, Dankotsy, Dăncăuți)",Ukraine,48.251450,26.303980,,0,1,http://www.yahadmap.org/en/dankivtsi-dankowce-dankotsy-d-nc-u-i-chernivtsi-ukraine/village-1071
1072,mamalyha-mamalyga-chernivtsi-ukraine,Mamalyha (Mamalyga),Ukraine,48.148548,26.343809,,0,1,http://www.yahadmap.org/en/mamalyha-mamalyga-chernivtsi-ukraine/village-1072
1073,zelena-zelionoye-chernivtsi-ukraine,Zelena (Zelionoye),Ukraine,48.210430,26.437691,,0,1,http://www.yahadmap.org/en/zelena-zelionoye-chernivtsi-ukraine/village-1073
,,Strointsi,Ukraine,48.145489,26.161070,,1,1,
1075,novoselytsya-novoselitsa-noua-sulita-chernivtsi-ukraine,"Novoselytsya (Novoselitsa, Noua Sulita)",Ukraine,48.125950,26.183519,,0,2,http://www.yahadmap.org/en/novoselytsya-novoselitsa-noua-sulita-chernivtsi-ukraine/village-1075
1076,velykyi-kuchuriv-we-ykyj-kuczuriw-kuczurmare-chernivtsi-ukraine,"Velykyi Kuchuriv (Wełykyj Kuczuriw, Kuczurmare)",Ukraine,48.137520,25.550619,,0,1,http://www.yahadmap.org/en/velykyi-kuchuriv-we-ykyj-kuczuriw-kuczurmare-chernivtsi-ukraine/village-1076
1076,velykyi-kuchuriv-we-ykyj-kuczuriw-kuczurmare-chernivtsi-ukraine,"Velykyi Kuchuriv (Wełykyj Kuczuriw, Kuczurmare)",Ukraine,48.126961,25.546061,,0,1,http://www.yahadmap.org/en/velykyi-kuchuriv-we-ykyj-kuczuriw-kuczurmare-chernivtsi-ukraine/village-1076
1077,drachyntsi-dr-cine-draczynetz-drachintsi-draczy-ce-chernivtsi-ukraine,"Drachyntsi (Drăcineț, Draczynetz, Drachintsi, Draczyńce)",Ukraine,48.182652,25.409510,,0,1,http://www.yahadmap.org/en/drachyntsi-dr-cine-draczynetz-drachintsi-draczy-ce-chernivtsi-ukraine/village-1077
1078,bobivtsi-bobovtsy-chernivtsi-ukraine,Bobivtsi (Bobovtsy),Ukraine,48.149731,25.387630,,0,1,http://www.yahadmap.org/en/bobivtsi-bobovtsy-chernivtsi-ukraine/village-1078
1079,yurkivtsi-chernivtsi-ukraine,Yurkivtsi,Ukraine,48.295559,25.562210,,0,1,http://www.yahadmap.org/en/yurkivtsi-chernivtsi-ukraine/village-1079
1080,boyanchuk-boianchuk-chernivtsi-ukraine,Boyanchuk (Boianchuk),Ukraine,48.286751,25.576469,,0,1,http://www.yahadmap.org/en/boyanchuk-boianchuk-chernivtsi-ukraine/village-1080
1081,troitskoye-kalmykia-russia,Troitskoye,Russia,46.255489,44.166161,,0,1,http://www.yahadmap.org/en/troitskoye-kalmykia-russia/village-1081
882,belitsa-grodno-belarus,Belitsa,Belarus,0.000000,0.000000,,0,1,http://www.yahadmap.org/en/belitsa-grodno-belarus/village-882
1082,krekenava-krakinove-krakinow-panev-ys-lithuania,"Krekenava (Krakinove, Krakinów)",Lithuania,55.328011,24.061251,,0,1,http://www.yahadmap.org/en/krekenava-krakinove-krakinow-panev-ys-lithuania/village-1082
1082,krekenava-krakinove-krakinow-panev-ys-lithuania,"Krekenava (Krakinove, Krakinów)",Lithuania,55.319962,24.053200,,0,1,http://www.yahadmap.org/en/krekenava-krakinove-krakinow-panev-ys-lithuania/village-1082
,,Žeimelis (Zeimelis),Lithuania,56.173561,24.006300,,1,1,
1084,linkuva-linkowo-linkeve-scaron-iauliai-lithuania,"Linkuva (Linkowo, Linkeve)",Lithuania,56.037739,23.590300,,0,1,http://www.yahadmap.org/en/linkuva-linkowo-linkeve-scaron-iauliai-lithuania/village-1084
,,Vaškai,Lithuania,56.101391,24.132250,,1,1,
,,Kalneliškiai,Lithuania,56.059299,24.139240,,1,1,
,,Kalneliškiai,Lithuania,56.058868,24.130199,,1,1,
1087,pump-nai-pumpyan-pumpen-panev-ys-lithuania,"Pumpėnai (Pumpyan, Pumpenų)",Lithuania,55.562279,24.202250,,0,1,http://www.yahadmap.org/en/pump-nai-pumpyan-pumpen-panev-ys-lithuania/village-1087
1088,pasvalys-posvol-posvohl-panev-ys-lithuania,"Pasvalys (Posvol, Posvohl)",Lithuania,56.014889,24.266560,,0,1,http://www.yahadmap.org/en/pasvalys-posvol-posvohl-panev-ys-lithuania/village-1088
1088,pasvalys-posvol-posvohl-panev-ys-lithuania,"Pasvalys (Posvol, Posvohl)",Lithuania,56.016102,24.267960,,0,2,http://www.yahadmap.org/en/pasvalys-posvol-posvohl-panev-ys-lithuania/village-1088
1089,pakruojis-pokrai-pakruois-scaron-iauliai-lithuania,"Pakruojis (Pokrai, Pakruois)",Lithuania,55.584030,23.530010,,0,1,http://www.yahadmap.org/en/pakruojis-pokrai-pakruois-scaron-iauliai-lithuania/village-1089
1090,pu-scaron-alotas-pushelot-pusholaty-panev-ys-lithuania,"Pušalotas (Pushelot, Pusholaty)",Lithuania,55.546089,24.125641,,0,1,http://www.yahadmap.org/en/pu-scaron-alotas-pushelot-pusholaty-panev-ys-lithuania/village-1090
,,Baisogala,Lithuania,55.382900,23.423450,,1,1,
,,Liaudiškiai,Lithuania,55.415340,23.396339,,1,1,
,,Liaudiškiai,Lithuania,55.417519,23.392530,,1,1,
,,Pakuteniai,Lithuania,55.415440,23.468439,,1,1,
,,Ilčiūnai,Lithuania,55.443432,24.437889,,1,1,
,,Staniūnai,Lithuania,55.432121,24.241119,,1,1,
,,Pajuostės (near Trakiškis village),Lithuania,55.440250,24.286249,,1,2,
,,Nemunėlio Radviliškis,Lithuania,56.237419,24.476549,,1,1,
,,Paliūniškis,Lithuania,55.492161,24.273911,,1,2,
1099,astravas-bir-ai-panev-ys-lithuania,Astravas (Biržai),Lithuania,56.134602,24.468460,,0,2,http://www.yahadmap.org/en/astravas-bir-ai-panev-ys-lithuania/village-1099
1100,bir-ai-birzh-birsen-panev-ys-lithuania,"Biržai (Birzh, Birsen)",Lithuania,56.125912,24.459009,,0,1,http://www.yahadmap.org/en/bir-ai-birzh-birsen-panev-ys-lithuania/village-1100
1101,s-rma-u-sarmasel-gara-judet-mures-romania,Sărmașu (Sarmasel Gara),Romania,46.478901,24.109921,,0,1,http://www.yahadmap.org/en/s-rma-u-sarmasel-gara-judet-mures-romania/village-1101
1102,plodovitoye-kalmykia-russia,Plodovitoye,Russia,48.079979,44.245331,,0,1,http://www.yahadmap.org/en/plodovitoye-kalmykia-russia/village-1102
1103,arzguir-stavropol-russia,Arzguir,Russia,45.227169,44.148239,,0,2,http://www.yahadmap.org/en/arzguir-stavropol-russia/village-1103
1104,zunda-tolga-kalmykia-russia,Zunda Tolga,Russia,45.390572,44.140388,,0,1,http://www.yahadmap.org/en/zunda-tolga-kalmykia-russia/village-1104
1105,serafimovskoye-stavropol-russia,Serafimovskoye,Russia,45.138432,43.545170,,0,1,http://www.yahadmap.org/en/serafimovskoye-stavropol-russia/village-1105
1106,levokumskoye-stavropol-russia,Levokumskoye,Russia,44.497059,44.375881,,0,1,http://www.yahadmap.org/en/levokumskoye-stavropol-russia/village-1106
1107,starodubskoye-stavropol-russia,Starodubskoye,Russia,44.335239,44.023220,,0,1,http://www.yahadmap.org/en/starodubskoye-stavropol-russia/village-1107
1108,arkhangelskoye-stavropol-russia,Arkhangelskoye,Russia,44.371471,44.048111,,0,1,http://www.yahadmap.org/en/arkhangelskoye-stavropol-russia/village-1108
1109,solomenskoye-stavropol-russia,Solomenskoye,Russia,44.128330,44.199879,,0,1,http://www.yahadmap.org/en/solomenskoye-stavropol-russia/village-1109
1110,niny-stavropol-russia,Niny,Russia,44.276218,43.341019,,0,1,http://www.yahadmap.org/en/niny-stavropol-russia/village-1110
1111,pravokumskoye-novo-krestyanovka-stavropol-russia,Pravokumskoye (Novo-Krestyanovka),Russia,44.214371,44.026482,,0,1,http://www.yahadmap.org/en/pravokumskoye-novo-krestyanovka-stavropol-russia/village-1111
1112,gorkaya-balka-stavropol-russia,Gorkaya Balka,Russia,44.153740,44.002640,,0,1,http://www.yahadmap.org/en/gorkaya-balka-stavropol-russia/village-1112
1113,chernolesskoye-stavropol-russia,Chernolesskoye,Russia,44.424332,43.420219,,0,1,http://www.yahadmap.org/en/chernolesskoye-stavropol-russia/village-1113
1114,spasskoye-stavropol-russia,Spasskoye,Russia,45.050228,43.438160,,0,1,http://www.yahadmap.org/en/spasskoye-stavropol-russia/village-1114
1114,spasskoye-stavropol-russia,Spasskoye,Russia,45.044102,43.400372,,0,1,http://www.yahadmap.org/en/spasskoye-stavropol-russia/village-1114
,,Klydžionys,Lithuania,54.291840,24.151310,,1,2,
,,Butrimonys,Lithuania,54.300812,24.146120,,1,1,
1117,var-na-aran-alytus-lithuania,Varėna (Aran),Lithuania,54.159081,24.311041,,0,2,http://www.yahadmap.org/en/var-na-aran-alytus-lithuania/village-1117
,,Eišiškės,Lithuania,54.109959,24.594780,,1,2,
,,Eišiškės,Lithuania,54.099510,25.000401,,1,2,
,,Merkinė,Lithuania,54.094910,24.115820,,1,2,
,,Marcinkonys,Lithuania,54.032681,24.252041,,1,2,
,,Darželiai,Lithuania,54.013710,24.203091,,1,1,
1122,seirijai-serey-alytus-lithuania,Seirijai (Serey),Lithuania,54.138672,23.494820,,0,1,http://www.yahadmap.org/en/seirijai-serey-alytus-lithuania/village-1122
1122,seirijai-serey-alytus-lithuania,Seirijai (Serey),Lithuania,54.141129,23.484600,,0,1,http://www.yahadmap.org/en/seirijai-serey-alytus-lithuania/village-1122
1122,seirijai-serey-alytus-lithuania,Seirijai (Serey),Lithuania,54.137711,23.495291,,0,1,http://www.yahadmap.org/en/seirijai-serey-alytus-lithuania/village-1122
,,Leipalingis,Lithuania,54.047951,23.512131,,1,1,
,,Alytus,Lithuania,54.226761,24.023701,,1,2,
,,Simnas,Lithuania,54.212891,23.382330,,1,2,
,,Lazdijai,Lithuania,54.130001,23.311991,,1,2,
,,Smalninkai,Lithuania,54.232632,23.131269,,1,1,
1129,virbalis-marijampole-lithuania,Virbalis,Lithuania,54.383411,22.491541,,0,2,http://www.yahadmap.org/en/virbalis-marijampole-lithuania/village-1129
,,Vištytis,Lithuania,54.273060,22.444019,,1,1,
,,Vilkaviškis,Lithuania,54.396660,23.022181,,1,2,
,,Pilviškiai,Lithuania,54.442322,23.132170,,1,1,
,,Pilviškiai,Lithuania,54.442848,23.131359,,1,1,
1134,mordy-masovian-voidodeship-poland,Mordy,Poland,52.127022,22.317551,,0,1,http://www.yahadmap.org/en/mordy-masovian-voidodeship-poland/village-1134
1135,klimonty-masovian-voivodeship-poland,Klimonty,Poland,52.111080,22.300480,,0,1,http://www.yahadmap.org/en/klimonty-masovian-voivodeship-poland/village-1135
,,Łosice,Poland,52.127811,22.428289,,1,1,
,,Zawady,Poland,52.127991,22.371080,,1,1,
,,Zawady,Poland,52.127281,22.371611,,1,1,
